719.016 -2110 0 
980.354 -2435 0 
1003.68 -2427 0 
862.063 -2004 0 
892.408 -2384 0 
880.474 -2354 0 
885.267 -2402 0 
957.797 -2423 0 
842.389 -2351 0 
730.673 -2267 0 
873.494 -2073 0 
886.078 -2403 0 
878.301 -2397 0 
875.382 -2370 0 
871.775 -2289 0 
871.063 -2135 0 
1116.64 -2433 0 
781.49 -2358 0 
913.888 -2424 0 
729.637 -2184 0 
947.386 -2427 0 
666.463 -1678 0 
674.452 -1870 0 
974.573 -2395 0 
967.722 -2422 0 
747.13 -2376 0 
999.248 -2435 0 
855.494 -2341 0 
676.772 -1990 0 
967.687 -2427 0 
706.955 -2138 0 
862.822 -2103 0 
867.4 -2277 0 
865.435 -2171 0 
878.634 -2103 0 
958.684 -2012 0 
718.752 -2180 0 
887.831 -2419 0 
772.17 -2325 0 
950.407 -2422 0 
869.266 -2283 0 
801.421 -2395 0 
729.316 -2220 0 
1128.28 -2243 0 
709.8 -2067 0 
862.583 -2101 0 
680.428 -2008 0 
965.768 -2427 0 
659.427 -1615 0 
927.18 -2424 0 
1140.24 -2427 0 
877.877 -2321 0 
718.796 -2201 0 
893.384 -2416 0 
1330.57 -2444 0 
913.95 -2415 0 
710.197 -2171 0 
743.857 -2213 0 
912.394 -2419 0 
867.779 -2246 0 
972.789 -2433 0 
1081.62 -2438 0 
721.588 -2232 0 
1112.11 -2404 0 
1193.28 -2427 0 
709.518 -2074 0 
884.22 -2259 0 
893.477 -2232 0 
719.444 -2203 0 
983.234 -2423 0 
867.892 -2215 0 
774.643 -2356 0 
725.935 -2342 0 
1097.05 -2437 0 
771.45 -2289 0 
1371.91 -2444 0 
1001.77 -2434 0 
960.648 -2431 0 
927.739 -2414 0 
668.129 -1802 0 
674.974 -1931 0 
720.476 -2208 0 
673.111 -1899 0 
2030.78 -2448 0 
872.528 -2343 0 
886.358 -2413 0 
865.511 -2185 0 
665.391 -1625 0 
869.962 -2195 0 
884.277 -2368 0 
867.237 -2139 0 
674.774 -1920 0 
882.657 -2399 0 
685.318 -2073 0 
875.276 -2292 0 
895.639 -2405 0 
673.602 -1912 0 
1139.14 -2414 0 
862.185 -2129 0 
1017.31 -2301 0 
